name,voice_model,bio,bio_url,advanced_voice_model,skyrim_voice_folder,race,gender,species,ref_id,base_id,author,voice_accent,note
Kvenel the Tongue,Riekling,"Kvenel the Tongue is a unique spectral draugr. He can be found within the dungeon Volunruud. Kvenel is the leader of the legendary Tongues, powerful warriors capable of using Dragon Shouts.
Kvenel is guarded by a Draugr Scourge who hits reasonably hard with Frost spells, and also summons an exceptionally powerful Frost Atronach. Kvenel himself dual-wields the sword Eduj and the war axe Okin.",/wiki/Kvenel_the_Tongue,NordMale,MaleNord,Nord,Male,Human,07491C,1019C6,Bethesda,en,Shawn - kinda done. Feel free to change voice.
Kyr,MaleNord,"Kyr is a Nord bandit leader who plays a small part in the quest ""The Pale Lady."" Kyr's Log can be found in Frostmere Crypt, where the quest takes place. He wears steel armor, an iron war axe and a hide shield.
Prior to the Dragonborn's first visit to the crypt, Kyr tells the gatekeeper that no one can go through and he is not to be disturbed. He then enters the crypt with Ra'jirr. The bandits encountering along the way talk about the affair with Ra'jirr's sanity, the The Pale Lady, and Kyr's wellbeing.
After entering the crypt, Kyr can be found laid against a rock dying, claiming that Ra'jirr ambushed him and is trying to take back The Pale Blade. He then dies of his wounds and can be looted like any regular corpse.",/wiki/Kyr,NordMale,MaleNord,Nord,Male,Human,0D37D0,0D37D1,Bethesda,en,
Laelette the Vampire,FemaleShrill,"Laelette, a Breton woman, is a vampire residing in Morthal. She is the wife of Thonnir, and mother of Virkmund, and a servant of Alva.
Alva, a vampire, fed from Laelette when she came to visit her. Alva decided to keep Laelette, alive to use as a personal servant. Suspicious of Laelette's disappearance, Thonnir, her husband, went to Alva for an explanation, since Laelette was last seen visiting Alva. Alva told Thonnir she left Morthal to join the Stormcloaks.
When Alva charmed Hroggar and wanted to enthrall him and keep him as a guardian of her coffin, she ordered Laelette to murder his family and make it look like an accident. Instead, Laelette burned their home to the ground, with the family still inside. During the burning, she became enamored with Helgi, Hroggar's daughter, and gave her vampiric blood, although she did not survive the fire.
Laelette has become obsessed with Helgi, visiting her coffin nightly at the Morthal Cemetery to try to raise her back from the dead.
",/wiki/Laelette_the_Vampire,BretonFemaleShrill,FemaleShrill,Breton,Female,Human,0274A1,0274A0,Bethesda,fr,Shawn - started
Laila Law-Giver,FemaleCommander,"Laila Law-Giver, a middle-aged Nord woman, is the Jarl of Riften. She resides with her court in Mistveil Keep in Riften.
Laila has two sons: Harrald is the older, and Saerlund is the younger. Both differ in their opinions on who they should side with in the Civil War.
Laila supports the Stormcloaks. Her son Saerlund unfortunately doesn't share her pro-Stormcloak stance, and as a result Laila believes that Saerlund must have either lost his mind, or been possessed. Laila has instructed her Court Wizard, an eccentric Bosmer woman named Wylandriah, to find the reason behind Saelund's strange opinions.
Laila believes she has the Thieves Guild problem under control, and her advisors reinforce her belief. Her housecarl is a Nord man named Unmid Snow-Shod. Her steward is a Bosmer woman named Anuriel.
Even though Laila supports the Stormcloaks, she agrees that Ulfric may just want to be crowned High King after having killed the previous one, Torygg, to remove a potential pawn for the Empire with keeping control of Skyrim over having it become independent.
Laila may eventually rewards the player with the title of Thane if they are known throughout the hold and have purchased the Honeyside residence in Riften.
Laila is aware of the skooma dealers in a warehouse down by Riften's docks, and may task the player with taking out this skooma operation. They have been long trying to track down the elusive skooma traders.
Once the player presents evidence of where the skooma operation is originating from in Cragslane Cavern, Laila will give the player the go-ahead to eliminate everyone inside and shut down the operation. Doing so will be enough to convince Laila to consider naming the player a Thane of Riften and the Rift.
As a supporter of Ulfric Stormcloak and his rebellion, if she is removed from her position, she is exiled along with the rest of her family from Riften. She is then replaced by Maven Black-Briar, an affluent Nord noble. Laila can then be found at the Palace of the Kings in Windhelm. There, she laments on how she failed the people of Riften. Her Hold Guards will also be replaced by Imperial Legionnaires as the new Hold Guards of Riften and other communities in the Rift.
Quotes:
If informed that the Cragslane skooma operation has been stopped. ""Well done! Your continued efforts have been of great benefit to the people of Riften. Allow me to present you with this compensation for your selfless efforts.""",/wiki/Laila_Law-Giver,NordFemaleCommander,FemaleCommander,Nord,Female,Human,019DEA,13366,Bethesda,en,Shawn - started
Lami,FemaleNord,"Lami is a Nord and adept-level alchemist from Morthal. She can be found in the Thaumaturgist's Hut in Morthal, where she is the shopkeeper. Here she lives with her husband Jorgen in their house across the bridge by the wood mill.
She claims have been taught the basics of Alchemy from a temple healer who at the time was on a pilgrimage. When she has little else to do, Lami claims to often mix various ingredients together in hopes of discovering new potions, but usually goes through most of her stock in the process while having little success.
Lami and Alva share a bond together. This becomes apparent when Alva is killed in plain sight, after which Lami will become unfriendly to the Dragonborn from that moment on. The bond can be further revealed by requesting the relationship rank between Lami and Alva from the command console.
It is also possible that Alva has begun influencing Lami, much like she has previously done with Hroggar and Laelette, as Alva has plans to influence the citizens of Morthal one at a time.
According to Milore Ienth in Raven Rock, she and her husband, Garyn Ienth, lived with Lami for a short time, where she learned about alchemy from her.
Lami teaches Alchemy at the Adept-level. If the player is at the level she is, she cannot train the Dragonborn any further.
Lami requests a copy of Song of the Alchemists, in return for a point in Alchemy.
Lami, along with her husband, Jorgen, are some of the ""strong citizens"" ordered by the Jarl to accompany the player character to Movarth's Lair.
Lami ""Um...this place looks dangerous."" Lurbuk ""Of course. But why not let him/her [referencing player character] go in first?""",/wiki/Lami,NordFemale,FemaleNord,Nord,Female,Human,01AA61,0135EF,Bethesda,en,
Larina,FemaleCommoner,"Larina is an Imperial, who dies in Hob's Fall Cave. Larina stole Pantea Ateia's Flute, leading to her being sacrificed by the necromancers she tried to sell it to. The necromancers claimed to be reviving the Order of the Black Worm.
Pantea Ateia tells the Dragonborn about a foolish student named Larina who stole Pantea's flute, and sold it to a coven of necromancers. Since the flute was passed down through seventeen generations, Pantea asks the Dragonborn to find it and bring it back to her.
When the cave is entered, Larina will shout, ""You have to help me, they're going to kill me!"" However, her death is scripted and she will always be dead by the time the Dragonborn reaches her, and possibly reanimated by the necromancers when they turn hostile.",/wiki/Larina,ImperialFemaleCommoner,FemaleCommoner,Imperial,Female,Human,81395,0DBD11,Bethesda,pt,
Lars Battle-Born,MaleChild,"Lars Battle-Born is a Nord child who lives with his family in the house of Clan Battle-Born in Whiterun.
His best friend is Mila Valentia, who loves to play hide and seek with him. Lars said that he and Mila often got into mischief, but his parents shaped him up, and he kept getting into trouble with his father.
Olava the Feeble is another one of Lars' friends. Lars says this and continues to say that Olava says things will get better for him, once he starts to stick up for himself.
He can most often be seen around in the city street or sitting in his room in the house of Clan Battle-Born.
He is involved in a miscellaneous quest in which the Dragonborn must help convince his bully, Braith, to stop bullying him.",/wiki/Lars_Battle-Born,NordMaleChild,MaleChild,Nord,Male,Human,01A68C,013BAF,Bethesda,en,
Lash gra-Dushnikh,FemaleOrc,"Lash gra-Dushnikh is an Orsimer miner residing in the village of Karthwasten.
She hails from the Orc Stronghold of Dushnikh Yal, which is why she has the surname ""gra-Dushnikh."" Her mother, Gharol, asks the Dragonborn to deliver her a sword.",/wiki/Lash_gra-Dushnikh,OrsimerFemale,FemaleOrc,Orsimer,Female,Elf,19932,013B6E,Bethesda,ru,Shawn - started
Legate Adventus Caesennius,MaleCommander,"Adventus Caesennius is a legate in the Imperial Legion. He can usually be found at Castle Dour in Solitude, unless the Stormcloaks win the Civil War and capture Solitude, after which he will completely vanish, as will Captain Aldis. He serves as liaison for General Tullius and Legate Rikke with overlooking Imperial Legion forces in Haafingar Hold.",/wiki/Legate_Adventus_Caesennius,ImperialMaleCommander,MaleCommander,Imperial,Male,Human,077DDF,0844B1,Bethesda,pt,
Legate Constantius Tituleius,MaleCommander,"Legate Constantius Tituleius, an Imperial man, is an officer in the Imperial Legion, commander of the Imperial forces stationed within The Pale. He has short dark hair, and sports a thin mustache and beard. He wears a set of Imperial armor with a matching pair of boots and bracers. In close combat, he relies on an Imperial sword or a steel dagger. He uses an Imperial bow for ranged combat if needed, with steel arrows as ammunition.
Constantius can often be found at his post within the Pale Imperial Camp, in the remote western tundra of The Pale Hold. If the Legion manages to successfully liberate Dawnstar (the capital of The Pale) from Jarl Skald and Stormcloak rebel control, Constantius will subsequently be stationed within The White Hall (the Jarl's longhouse) in Dawnstar.
Quotes:
“The Legion's always been in Skyrim. We have garrisons throughout all the provinces of the Empire. Our mission is to serve the Emperor, uphold the law, and protect the citizenry. Skyrim's days are darkening, and the Legion will soon be called into service like never before. But we stand ready, as always, to meet that call.""
If asked about his thoughts on the civil war: ""You mean Ulfric's so-called Stormcloak rebellion? The Nord kings - oh, excuse me, jarls - they can't seem to control their own people. So the Legion has stepped in to keep order. Sadly, the Empire's stretched a little thin these days, and we've gotten very few reinforcements. So we've been forced to recruit locally. But rest assured, citizen. We'll put an end to this uprising... and things will get back to normal soon enough.""
If asked how to join the Imperial Legion: ""Think you've got the mettle, eh? Honestly, the Legion can use all the able bodies it can muster. We have our hands full. A dead king, a rebellion, and now dragons? Skyrim's a mess. If you're serious, make your way to Solitude. Our headquarters is Castle Dour. You find General Tullius there, commanding our forces in Skyrim. But talk to Legate Rikke. She handles the local recruiting.""",/wiki/Legate_Constantius_Tituleius,ImperialMaleCommander,MaleCommander,Imperial,Male,Human,077D5F,84539,Bethesda,pt,Shawn - done
